,id,name,BruDataSci_member,interests,connectedness,activity_L2,connectedness_L2,interests_members_L2,activity,interests_L2
247,145818092,Zé Luís Gonçalves,False,0.0,2.0,0.0,4.78638071631e-05,0.0,0.0,0.0
248,76710382,David Van den Brande,False,0.0,223.0,0.010589659987,0.00790342880003,0.0,51.0,0.0
249,114064572,Ignacio Carrasco,False,0.0,22.0,0.0,9.3635139192e-05,0.0,0.0,0.0
250,93225462,Paul Schuchhard,False,0.0,19.0,0.000738866824332,0.000347724018225,0.0,2.0,0.0
251,155025912,Gulnur Durak,False,0.0,1.0,0.0,0.000108046514933,0.00256976568963,0.0,0.0
252,106594812,Nicholas Raymond Hall,False,0.0,30.0,0.0,0.000133865890736,0.0,0.0,0.0
253,125408682,Rowan Veale,False,0.0,24.0,0.0,0.000452947097191,0.00260414478047,0.0,0.0
254,59965952,David R.,False,0.285714285714,276.0,0.00935130739199,0.00927481637102,0.0257518487245,46.0,0.0464973358859
255,142568192,Yasemin Aydemir,False,0.0,20.0,0.0,0.000176080234843,0.000606342675874,0.0,0.0
256,116556292,Kasia Polkowska,False,0.0,22.0,0.0,9.3635139192e-05,0.000559990596623,0.0,0.0
257,117702742,Krzysztof Gogol,False,0.0,89.0,0.0,0.00142289285144,0.00573337069441,0.0,0.0
